country,age,lx,ex
GUY,95+,3963.272,3.7051
HND,<1,100000.0,73.0436
HND,1-4,98743.891,72.9712
HND,5-9,98500.748,69.1469
HND,10-14,98336.434,64.2586
HND,15-19,98175.529,59.3594
HND,20-24,97785.592,54.5849
HND,25-29,97257.086,49.868
HND,30-34,96700.215,45.1405
HND,35-39,96037.363,40.4341
HND,40-44,95139.877,35.7906
HND,45-49,93830.901,31.2528
HND,50-54,91818.137,26.8793
HND,55-59,88765.237,22.7122
HND,60-64,84231.474,18.7918
HND,65-69,77609.996,15.1692
HND,70-74,68173.009,11.9044
HND,75-79,55349.798,9.0576
HND,80-84,39334.354,6.7028
HND,85-89,22552.074,4.8503
HND,90-94,9215.7,3.4984
HND,95+,2326.671,2.5586
HRV,<1,100000.0,78.7509
HRV,1-4,99657.121,78.0214
HRV,5-9,99596.402,74.0679
HRV,10-14,99549.673,69.1016
HRV,15-19,99497.897,64.1361
HRV,20-24,99368.788,59.2155
HRV,25-29,99184.979,54.3206
HRV,30-34,98980.084,49.4276
HRV,35-39,98721.111,44.5504
HRV,40-44,98309.497,39.7257
HRV,45-49,97663.85,34.9707
HRV,50-54,96548.546,30.3429
HRV,55-59,94601.711,25.9119
HRV,60-64,91429.685,21.7177
HRV,65-69,86641.094,17.7697
HRV,70-74,79795.803,14.0685
HRV,75-79,70394.623,10.5946
HRV,80-84,55078.187,7.809
HRV,85-89,35898.066,5.6198
HRV,90-94,17460.526,4.0046
HRV,95+,5500.057,2.872
HTI,<1,100000.0,65.1192
HTI,1-4,95576.254,67.1254
HTI,5-9,94324.481,63.994
HTI,10-14,93722.484,59.3908
HTI,15-19,93244.438,54.682
HTI,20-24,92484.099,50.1093
HTI,25-29,91415.887,45.6649
HTI,30-34,90260.657,41.217
HTI,35-39,88946.281,36.788
HTI,40-44,87331.361,32.4204
HTI,45-49,85226.33,28.1565
HTI,50-54,82359.931,24.0449
HTI,55-59,78347.284,20.1415
HTI,60-64,72765.088,16.4847
HTI,65-69,64982.322,13.1443
HTI,70-74,54514.811,10.1668
HTI,75-79,41168.447,7.6272
HTI,80-84,26142.544,5.5643
HTI,85-89,12540.815,4.0076
HTI,90-94,3976.982,2.825
HTI,95+,659.541,2.1191
HUN,<1,100000.0,77.1814
HUN,1-4,99710.465,76.4051
HUN,5-9,99643.96,72.455
HUN,10-14,99601.099,67.485
HUN,15-19,99552.074,62.5169
HUN,20-24,99431.485,57.5891
HUN,25-29,99255.493,52.6868
HUN,30-34,99032.039,47.7997
HUN,35-39,98715.275,42.9444
HUN,40-44,98233.397,38.1422
HUN,45-49,97448.61,33.4273
HUN,50-54,95893.529,28.9242
HUN,55-59,92974.479,24.7469
HUN,60-64,88251.948,20.929
HUN,65-69,81655.523,17.4076
HUN,70-74,73480.44,14.058
HUN,75-79,63490.309,10.8618
HUN,80-84,50308.507,8.0218
HUN,85-89,33549.704,5.7527
HUN,90-94,16962.903,3.9971
HUN,95+,5332.783,2.809
IDN,<1,100000.0,71.2881
IDN,1-4,98341.522,71.4884
IDN,5-9,98009.441,67.7245
IDN,10-14,97788.109,62.8727
IDN,15-19,97579.117,58.0015
IDN,20-24,97101.51,53.2731
IDN,25-29,96466.219,48.6074
IDN,30-34,95798.056,43.9287
IDN,35-39,95008.624,39.2722
IDN,40-44,93952.567,34.684
IDN,45-49,92444.56,30.2065
IDN,50-54,90168.225,25.9017
IDN,55-59,86763.652,21.8139
IDN,60-64,81744.72,17.9904
IDN,65-69,74512.878,14.4802
IDN,70-74,64429.588,11.3356
IDN,75-79,51087.966,8.6173
IDN,80-84,35127.465,6.378
IDN,85-89,19221.797,4.6278
IDN,90-94,7381.503,3.3642
IDN,95+,1739.27,2.4814
IND,<1,100000.0,72.2353
IND,1-4,97737.268,72.9052
IND,5-9,97180.472,69.315
IND,10-14,96927.407,64.4904
IND,15-19,96735.146,59.6131
IND,20-24,96400.941,54.8107
IND,25-29,95941.32,50.0606
IND,30-34,95369.787,45.3454
IND,35-39,94653.427,40.6686
IND,40-44,93656.118,36.0738
IND,45-49,92253.997,31.5816
IND,50-54,90238.947,27.2281
IND,55-59,87148.653,23.0975
IND,60-64,82288.169,19.306
IND,65-69,75603.401,15.7803
IND,70-74,66223.054,12.6428
IND,75-79,53950.431,9.9316
IND,80-84,39539.937,7.6218
IND,85-89,24563.576,5.761
IND,90-94,12017.729,4.2879
IND,95+,4131.653,3.215
IRL,<1,100000.0,82.5798
IRL,1-4,99736.614,81.7975
IRL,5-9,99676.103,77.8464
IRL,10-14,99654.372,72.8629
IRL,15-19,99625.319,67.8833
IRL,20-24,99529.948,62.9455
IRL,25-29,99349.397,58.0551
IRL,30-34,99133.798,53.176
IRL,35-39,98878.337,48.3066
IRL,40-44,98557.312,43.4554
IRL,45-49,98073.225,38.6567
IRL,50-54,97318.567,33.9356
IRL,55-59,96111.295,29.328
IRL,60-64,94229.694,24.8604
IRL,65-69,91332.976,20.5636
IRL,70-74,86773.719,16.5033
IRL,75-79,79646.06,12.7403
IRL,80-84,68259.143,9.4172
IRL,85-89,51516.018,6.625
IRL,90-94,30506.348,4.43
IRL,95+,11313.374,2.9506
IRN,<1,100000.0,77.8539
IRN,1-4,99085.461,77.5713
IRN,5-9,98912.531,73.704
IRN,10-14,98725.764,68.8392
IRN,15-19,98557.008,63.9522
IRN,20-24,98183.355,59.1853
IRN,25-29,97734.539,54.4457
IRN,30-34,97290.013,49.6829
IRN,35-39,96800.406,44.9214
IRN,40-44,96229.789,40.1724
IRN,45-49,95485.74,35.465
IRN,50-54,94435.453,30.8299
IRN,55-59,92861.083,26.3074
IRN,60-64,90444.442,21.9389
IRN,65-69,86918.121,17.7225
IRN,70-74,81720.738,13.678
IRN,75-79,72535.602,10.0631
IRN,80-84,56421.594,7.1666
IRN,85-89,34496.443,5.1072
IRN,90-94,15061.121,3.6487
IRN,95+,4131.333,2.5797
IRQ,<1,100000.0,72.4238
IRQ,1-4,98132.903,72.7999
IRQ,5-9,97756.292,69.0736
IRQ,10-14,97534.064,64.2258
IRQ,15-19,97349.893,59.3424
IRQ,20-24,97010.892,54.5401
IRQ,25-29,96528.893,49.7997
IRQ,30-34,96011.819,45.0543
IRQ,35-39,95413.497,40.3206
IRQ,40-44,94635.392,35.6306
IRQ,45-49,93501.784,31.0301
IRQ,50-54,91700.387,26.587
IRQ,55-59,88905.951,22.3386
IRQ,60-64,84582.311,18.3441
IRQ,65-69,78126.291,14.6404
IRQ,70-74,68510.406,11.3225
IRQ,75-79,54956.024,8.4698
IRQ,80-84,37902.207,6.1261
IRQ,85-89,20147.101,4.3619
IRQ,90-94,7231.167,3.0776
IRQ,95+,1441.221,2.1832
ISL,<1,100000.0,83.0132
ISL,1-4,99875.511,82.1165
ISL,5-9,99837.412,78.1472
ISL,10-14,99818.322,73.1617
ISL,15-19,99780.853,68.188
ISL,20-24,99670.369,63.2605
ISL,25-29,99495.144,58.3673
ISL,30-34,99288.927,53.4832
ISL,35-39,98993.538,48.6349
ISL,40-44,98672.685,43.7849
ISL,45-49,98262.12,38.9568
ISL,50-54,97686.723,34.1704
ISL,55-59,96724.176,29.4835
ISL,60-64,95090.358,24.9435
ISL,65-69,92490.439,20.5697
ISL,70-74,88298.09,16.418
ISL,75-79,81458.185,12.5687
ISL,80-84,70226.413,9.1497
ISL,85-89,52627.737,6.3182
ISL,90-94,29723.84,4.2363
ISL,95+,10333.469,2.8416
ISR,<1,100000.0,82.7268
ISR,1-4,99706.077,81.9702
ISR,5-9,99630.21,78.0314
ISR,10-14,99587.366,73.064
ISR,15-19,99539.1,68.0981
ISR,20-24,99415.371,63.1793
ISR,25-29,99250.393,58.2802
ISR,30-34,99068.738,53.3823
ISR,35-39,98848.684,48.4954
ISR,40-44,98561.336,43.6291
ISR,45-49,98109.123,38.8178
ISR,50-54,97388.202,34.0851
ISR,55-59,96115.793,29.5004
ISR,60-64,94146.858,25.0618
ISR,65-69,91093.122,20.812
ISR,70-74,86401.842,16.7976
ISR,75-79,79284.85,13.065
ISR,80-84,68040.885,9.7817
ISR,85-89,51614.246,7.0582
ISR,90-94,30960.837,5.0725
ISR,95+,13402.171,3.6782
ITA,<1,100000.0,83.8691
ITA,1-4,99777.948,83.0554
ITA,5-9,99735.893,79.0898
ITA,10-14,99709.356,74.1102
ITA,15-19,99674.962,69.1348
ITA,20-24,99587.877,64.1928
ITA,25-29,99462.827,59.2703
ITA,30-34,99323.414,54.35
ITA,35-39,99153.149,49.4388
ITA,40-44,98909.764,44.5539
ITA,45-49,98521.647,39.7188
ITA,50-54,97879.995,34.9615
ITA,55-59,96835.315,30.3097
ITA,60-64,95158.991,25.7963
ITA,65-69,92550.662,21.448
ITA,70-74,88571.314,17.2919
ITA,75-79,82361.081,13.3934
ITA,80-84,72642.916,9.8258
ITA,85-89,56832.27,6.8122
ITA,90-94,34448.464,4.5611
ITA,95+,13381.852,3.0245
JAM,<1,100000.0,71.6061
JAM,1-4,98457.032,71.7265
JAM,5-9,98114.987,67.971
JAM,10-14,97948.103,63.0829
JAM,15-19,97793.569,58.1784
JAM,20-24,97439.383,53.3796
JAM,25-29,96899.289,48.6628
JAM,30-34,96271.26,43.9635
JAM,35-39,95493.919,39.3001
JAM,40-44,94429.979,34.7132
JAM,45-49,92882.386,30.2473
JAM,50-54,90552.803,25.9569
JAM,55-59,87073.041,21.8883
JAM,60-64,82056.862,18.0647
JAM,65-69,74870.278,14.5455
JAM,70-74,64913.66,11.3742
JAM,75-79,51647.89,8.6276
JAM,80-84,35661.18,6.3538
JAM,85-89,19467.245,4.5976
JAM,90-94,7428.32,3.3279
JAM,95+,1715.119,2.4482
JOR,<1,100000.0,77.9812
JOR,1-4,98857.46,77.8816
JOR,5-9,98667.071,74.0286
JOR,10-14,98568.072,69.1007
JOR,15-19,98485.608,64.1563
JOR,20-24,98330.379,59.2533
JOR,25-29,98112.488,54.3792
JOR,30-34,97880.475,49.5021
JOR,35-39,97609.027,44.6326
JOR,40-44,97244.874,39.7898
JOR,45-49,96685.086,35.0045
JOR,50-54,95718.179,30.3307
JOR,55-59,94107.852,25.8034
JOR,60-64,91379.922,21.4932
JOR,65-69,87074.905,17.4233
JOR,70-74,80090.459,13.7076
JOR,75-79,69195.907,10.4476
JOR,80-84,53794.87,7.6876
JOR,85-89,34557.914,5.551
JOR,90-94,16550.536,3.9798
JOR,95+,5161.056,2.8695
JPN,<1,100000.0,84.852
JPN,1-4,99833.553,83.9933
JPN,5-9,99767.644,80.0478
JPN,10-14,99735.683,75.0727
JPN,15-19,99698.799,70.0994
JPN,20-24,99609.069,65.16
JPN,25-29,99452.385,60.2586
JPN,30-34,99280.167,55.3587
JPN,35-39,99068.351,50.4715
JPN,40-44,98785.635,45.6085
JPN,45-49,98358.323,40.795
JPN,50-54,97669.224,36.0638
JPN,55-59,96578.618,31.4408
JPN,60-64,94925.104,26.9421
JPN,65-69,92408.253,22.6032
JPN,70-74,88556.958,18.4701
JPN,75-79,82846.483,14.5604
JPN,80-84,74204.765,10.9436
JPN,85-89,60413.018,7.8299
JPN,90-94,40619.386,5.3785
JPN,95+,19375.453,3.5933
KAZ,<1,100000.0,74.5314
KAZ,1-4,99330.903,74.0325
KAZ,5-9,99208.759,70.1217
KAZ,10-14,99095.021,65.1996
KAZ,15-19,98977.182,60.2738
KAZ,20-24,98711.473,55.4286
KAZ,25-29,98295.653,50.6521
KAZ,30-34,97732.887,45.9285
KAZ,35-39,96876.46,41.3108
KAZ,40-44,95574.286,36.8377
KAZ,45-49,93836.066,32.472
KAZ,50-54,91575.433,28.2089
KAZ,55-59,88464.533,24.1084
KAZ,60-64,84116.179,20.2183
KAZ,65-69,78048.705,16.5862
KAZ,70-74,69897.977,13.2151
KAZ,75-79,58964.385,10.1808
KAZ,80-84,44946.922,7.5482
KAZ,85-89,28646.069,5.406
KAZ,90-94,13455.235,3.7946
KAZ,95+,3898.254,2.6891
KEN,<1,100000.0,63.8344
KEN,1-4,97096.412,64.7395
KEN,5-9,95985.861,61.4709
KEN,10-14,95550.378,56.7407
KEN,15-19,95170.643,51.9566
KEN,20-24,94441.339,47.3363
KEN,25-29,93235.706,42.9142
KEN,30-34,91544.028,38.6587
KEN,35-39,89283.28,34.5714
KEN,40-44,86292.414,30.6795
KEN,45-49,82546.273,26.9547
KEN,50-54,77899.602,23.4082
KEN,55-59,72182.888,20.0584
KEN,60-64,65318.311,16.8956
KEN,65-69,56816.734,14.0372
KEN,70-74,46955.936,11.4538
KEN,75-79,36256.829,9.0877
KEN,80-84,25254.397,6.9637
KEN,85-89,14791.691,5.1396
KEN,90-94,6422.721,3.7925
KEN,95+,1846.628,2.8256
KGZ,<1,100000.0,71.8238
KGZ,1-4,98789.047,71.7026
KGZ,5-9,98538.95,67.8807
KGZ,10-14,98433.794,62.9506
KGZ,15-19,98278.171,58.0459
KGZ,20-24,98027.644,53.1875
KGZ,25-29,97678.789,48.3682
KGZ,30-34,97229.217,43.5797
KGZ,35-39,96522.682,38.8787
KGZ,40-44,95293.84,34.3454
KGZ,45-49,93474.84,29.9623
KGZ,50-54,90892.191,25.739
KGZ,55-59,87407.212,21.6606
KGZ,60-64,82420.428,17.8102
KGZ,65-69,75187.931,14.2701
KGZ,70-74,65236.243,11.0447
KGZ,75-79,51279.745,8.3396
KGZ,80-84,34877.035,6.0726
KGZ,85-89,18720.3,4.1998
KGZ,90-94,6498.672,2.7577
KGZ,95+,1020.724,1.7451
KHM,<1,100000.0,70.8171
KHM,1-4,98136.798,71.1598
KHM,5-9,97777.014,67.4136
KHM,10-14,97168.712,62.8204
KHM,15-19,96734.898,58.091
KHM,20-24,96003.554,53.5124
KHM,25-29,94975.646,49.0641
KHM,30-34,93880.033,44.6072
KHM,35-39,92700.753,40.1426
KHM,40-44,91382.895,35.6842
KHM,45-49,89680.321,31.3125
KHM,50-54,87552.686,27.0096
KHM,55-59,84438.601,22.9086
KHM,60-64,80416.862,18.9237
KHM,65-69,74444.837,15.2273
KHM,70-74,65802.401,11.8813
KHM,75-79,53687.951,8.9696
KHM,80-84,38195.854,6.5653
KHM,85-89,21547.088,4.7232
KHM,90-94,8570.548,3.3746
KHM,95+,2038.88,2.3742
KOR,<1,100000.0,84.4336
KOR,1-4,99803.216,83.5998
KOR,5-9,99744.497,79.648
KOR,10-14,99706.678,74.6774
KOR,15-19,99680.347,69.6964
KOR,20-24,99633.378,64.728
KOR,25-29,99569.188,59.7681
KOR,30-34,99492.941,54.8119
KOR,35-39,99380.981,49.8706
KOR,40-44,99194.426,44.9593
KOR,45-49,98874.279,40.0961
KOR,50-54,98336.343,35.3006
KOR,55-59,97472.17,30.5897
KOR,60-64,95965.627,26.0272
KOR,65-69,93358.245,21.6779
KOR,70-74,88644.392,17.6881
KOR,75-79,82141.86,13.8781
KOR,80-84,71267.147,10.585
KOR,85-89,55783.797,7.7975
KOR,90-94,36412.785,5.5877
KOR,95+,17677.946,3.9517
LAO,<1,100000.0,69.2245
LAO,1-4,96968.612,70.3845
LAO,5-9,96275.64,66.879
LAO,10-14,95932.607,62.1102
LAO,15-19,95652.465,57.2844
LAO,20-24,95172.042,52.5598
LAO,25-29,94497.382,47.9168
LAO,30-34,93771.27,43.2683
LAO,35-39,92932.845,38.6353
LAO,40-44,91853.638,34.0585
LAO,45-49,90340.891,29.5844
LAO,50-54,88078.265,25.276
LAO,55-59,84708.903,21.1757
LAO,60-64,79728.866,17.3325
LAO,65-69,72490.685,13.799
LAO,70-74,62145.95,10.6573
LAO,75-79,48260.76,7.9765
LAO,80-84,31830.926,5.7839
LAO,85-89,15949.456,4.1306
LAO,90-94,5289.526,2.9261
LAO,95+,950.082,2.1003
LBN,<1,100000.0,77.9453
LBN,1-4,98464.187,78.1597
LBN,5-9,98187.239,74.3757
LBN,10-14,98085.062,69.4509
LBN,15-19,98002.197,64.5074
LBN,20-24,97841.104,59.609
LBN,25-29,97605.114,54.747
LBN,30-34,97357.399,49.8799
LBN,35-39,97076.862,45.0166
LBN,40-44,96708.36,40.1781
LBN,45-49,96157.184,35.393
LBN,50-54,95230.874,30.7109
LBN,55-59,93715.523,26.1638
LBN,60-64,91171.466,21.8186
LBN,65-69,87137.56,17.7046
LBN,70-74,80508.622,13.9394
LBN,75-79,69907.818,10.6494
LBN,80-84,54877.89,7.8484
LBN,85-89,35902.218,5.6454
LBN,90-94,17617.531,4.0049
LBN,95+,5579.826,2.7978
LBR,<1,100000.0,62.3238
LBR,1-4,94494.849,64.9421
LBR,5-9,92993.84,61.9658
LBR,10-14,92405.102,57.3463
LBR,15-19,91936.101,52.6256
LBR,20-24,91152.702,48.0544
LBR,25-29,90035.475,43.6187
LBR,30-34,88704.194,39.2347
LBR,35-39,87075.749,34.92
LBR,40-44,84984.85,30.7151
LBR,45-49,82269.004,26.6432
LBR,50-54,78693.77,22.7348
LBR,55-59,73895.214,19.0417
LBR,60-64,67633.564,15.563
LBR,65-69,59248.511,12.3958
LBR,70-74,48438.378,9.5838
LBR,75-79,35175.379,7.2324
LBR,80-84,21206.207,5.3653
LBR,85-89,9664.503,3.9476
LBR,90-94,2956.238,2.9425
LBR,95+,540.568,2.2315
LBY,<1,100000.0,71.1211
LBY,1-4,98786.536,70.9932
LBY,5-9,98515.543,67.1835
LBY,10-14,98326.736,62.3081
LBY,15-19,98141.198,57.4206
LBY,20-24,97642.924,52.6991
LBY,25-29,96898.695,48.0845
LBY,30-34,96113.64,43.4566
LBY,35-39,95223.406,38.8388
LBY,40-44,94079.764,34.2791
LBY,45-49,92474.822,29.828
LBY,50-54,90083.915,25.549
LBY,55-59,86545.0,21.4853
LBY,60-64,81392.936,17.6777
LBY,65-69,74040.568,14.1712
LBY,70-74,63844.521,11.0158
LBY,75-79,50404.705,8.2594
LBY,80-84,34170.76,5.9727
LBY,85-89,17804.767,4.2164
LBY,90-94,6098.677,2.9485
LBY,95+,1114.349,2.0894
LKA,<1,100000.0,77.6725
LKA,1-4,99502.18,77.0604
LKA,5-9,99379.606,73.1535
LKA,10-14,99315.935,68.1988
LKA,15-19,99242.153,63.2475
LKA,20-24,99096.638,58.3363
LKA,25-29,98860.505,53.4694
LKA,30-34,98566.196,48.6214
LKA,35-39,98169.354,43.8072
LKA,40-44,97565.334,39.0619
LKA,45-49,96657.528,34.4037
LKA,50-54,95268.857,29.8662
LKA,55-59,93135.166,25.4894
LKA,60-64,89904.198,21.3095
LKA,65-69,84973.078,17.3914
LKA,70-74,77627.278,13.7863
LKA,75-79,67063.916,10.5418
LKA,80-84,52393.259,7.7609
LKA,85-89,34199.278,5.5338
LKA,90-94,16539.077,3.8578
LKA,95+,4931.881,2.7049
LSO,<1,100000.0,57.7976
LSO,1-4,94538.709,60.1241
LSO,5-9,93075.401,57.0453
LSO,10-14,92489.121,52.3924
LSO,15-19,91967.956,47.6743
LSO,20-24,90969.853,43.1669
LSO,25-29,89293.639,38.9272
LSO,30-34,86885.894,34.9331
LSO,35-39,83671.715,31.1749
LSO,40-44,79522.993,27.6664
LSO,45-49,74559.068,24.3379
LSO,50-54,68707.031,21.1922
LSO,55-59,61925.665,18.2342
LSO,60-64,54334.217,15.4258
LSO,65-69,45537.595,12.9112
LSO,70-74,35987.487,10.6748
LSO,75-79,26605.668,8.5632
LSO,80-84,17863.205,6.553
LSO,85-89,9985.784,4.7834
LSO,90-94,3991.915,3.4984
LSO,95+,1005.931,2.5942
LTU,<1,100000.0,76.1674
LTU,1-4,99691.16,75.403
LTU,5-9,99624.261,71.4525
LTU,10-14,99569.187,66.4906
LTU,15-19,99484.694,61.5445
LTU,20-24,99269.67,56.6715
LTU,25-29,98951.648,51.8453
LTU,30-34,98452.055,47.0945
LTU,35-39,97665.55,42.4518
LTU,40-44,96481.385,37.9399
LTU,45-49,94848.216,33.5479
LTU,50-54,92581.876,29.305
LTU,55-59,89491.817,25.2255
LTU,60-64,85280.272,21.3415
LTU,65-69,79264.646,17.762
LTU,70-74,71407.463,14.4343
LTU,75-79,61925.486,11.2485
LTU,80-84,50163.996,8.2795
LTU,85-89,34927.111,5.7619
LTU,90-94,17855.366,3.9085
LTU,95+,5437.137,2.6559
LUX,<1,100000.0,82.3606
LUX,1-4,99714.339,81.5961
LUX,5-9,99631.572,77.6628
LUX,10-14,99567.109,72.7112
LUX,15-19,99471.591,67.7784
LUX,20-24,99315.78,62.8804
LUX,25-29,99135.814,57.9902
LUX,30-34,98936.047,53.1018
LUX,35-39,98692.956,48.2266
LUX,40-44,98438.398,43.3444
LUX,45-49,98040.527,38.5093
LUX,50-54,97310.268,33.7778
LUX,55-59,96057.008,29.1834
LUX,60-64,94048.447,24.749
LUX,65-69,90845.968,20.5276
LUX,70-74,85993.922,16.5351
LUX,75-79,78769.024,12.8075
LUX,80-84,68090.204,9.4007
LUX,85-89,51653.955,6.5429
LUX,90-94,30079.903,4.4116
LUX,95+,11102.738,2.9536
LVA,<1,100000.0,76.3301
LVA,1-4,99725.593,75.5397
LVA,5-9,99657.622,71.5901
LVA,10-14,99600.225,66.6299
LVA,15-19,99528.759,61.6758
LVA,20-24,99312.434,56.8035
LVA,25-29,98968.998,51.9916
LVA,30-34,98491.38,47.2309
LVA,35-39,97741.361,42.5724
LVA,40-44,96678.435,38.0111
LVA,45-49,95106.52,33.5959
LVA,50-54,92993.641,29.2996
LVA,55-59,89907.102,25.2136
LVA,60-64,85578.881,21.3565
LVA,65-69,79674.001,17.7441
LVA,70-74,71897.522,14.383
LVA,75-79,62164.705,11.2292
LVA,80-84,50138.463,8.3034
LVA,85-89,34716.527,5.8445
LVA,90-94,17971.853,3.9794
LVA,95+,5657.421,2.7234
MAR,<1,100000.0,75.493
MAR,1-4,98619.073,75.549
MAR,5-9,98365.206,71.7394
MAR,10-14,98200.195,66.8561
MAR,15-19,98060.209,61.9478
MAR,20-24,97823.752,57.091
MAR,25-29,97502.831,52.2705
MAR,30-34,97162.815,47.4446
MAR,35-39,96767.366,42.6279
MAR,40-44,96247.538,37.8439
MAR,45-49,95469.549,33.1304
MAR,50-54,94175.322,28.5486
MAR,55-59,92085.56,24.1354
MAR,60-64,88685.933,19.9576
MAR,65-69,83405.437,16.0517
MAR,70-74,75070.786,12.5363
MAR,75-79,62719.992,9.4863
MAR,80-84,46351.984,6.9206
MAR,85-89,27501.9,4.9453
MAR,90-94,11557.671,3.5251
MAR,95+,2955.026,2.5632
MDA,<1,100000.0,71.3322
MDA,1-4,99015.537,71.0401
MDA,5-9,98820.734,67.1769
MDA,10-14,98718.271,62.2441
MDA,15-19,98587.533,57.323
MDA,20-24,98344.451,52.458
MDA,25-29,97991.557,47.6375
MDA,30-34,97477.749,42.8745
MDA,35-39,96664.011,38.2127
MDA,40-44,95268.155,33.733
MDA,45-49,93138.403,29.4438
MDA,50-54,90069.648,25.3568
MDA,55-59,85744.297,21.5032
MDA,60-64,79749.988,17.9214
MDA,65-69,71596.772,14.6666
MDA,70-74,61642.232,11.6179
MDA,75-79,48754.243,9.0001
MDA,80-84,33624.178,6.9168
MDA,85-89,19261.746,5.2577
MDA,90-94,8498.876,3.9667
MDA,95+,2604.287,3.0185
MDG,<1,100000.0,63.8346
MDG,1-4,95583.19,65.7765
MDG,5-9,93564.269,63.1564
MDG,10-14,92254.819,59.0217
MDG,15-19,91474.094,54.5043
MDG,20-24,90382.361,50.13
MDG,25-29,88909.263,45.9184
MDG,30-34,87323.514,41.7064
MDG,35-39,85616.692,37.4874
MDG,40-44,83722.099,33.2776
MDG,45-49,81423.337,29.1447
MDG,50-54,78701.239,25.0629
MDG,55-59,75009.041,21.168
MDG,60-64,70327.408,17.4037
MDG,65-69,63706.26,13.9372
MDG,70-74,54531.749,10.8414
MDG,75-79,42446.728,8.1896
MDG,80-84,28323.1,6.0107
MDG,85-89,14673.886,4.3427
MDG,90-94,5212.054,3.1068
MDG,95+,1057.341,2.2561
MEX,<1,100000.0,75.2645
MEX,1-4,98966.175,75.0494
MEX,5-9,98752.177,71.2084
MEX,10-14,98646.594,66.2821
MEX,15-19,98502.058,61.3752
MEX,20-24,98079.834,56.627
MEX,25-29,97370.456,52.0207
MEX,30-34,96511.331,47.461
MEX,35-39,95565.427,42.9056
MEX,40-44,94441.17,38.3856
MEX,45-49,92998.554,33.9406
MEX,50-54,91071.193,29.6033
MEX,55-59,88377.878,25.425
MEX,60-64,84487.327,21.4739
MEX,65-69,79114.327,17.7549
MEX,70-74,72024.908,14.2448
MEX,75-79,62368.054,11.0451
MEX,80-84,49384.844,8.2619
MEX,85-89,33331.689,6.0112
MEX,90-94,17260.887,4.3422
MEX,95+,6150.231,3.0996
MKD,<1,100000.0,77.5397
MKD,1-4,99392.012,77.0131
MKD,5-9,99309.399,73.0756
MKD,10-14,99251.919,68.1165
MKD,15-19,99175.883,63.1665
MKD,20-24,99057.525,58.2389
MKD,25-29,98910.097,53.3219
MKD,30-34,98717.336,48.421
MKD,35-39,98479.165,43.5318
MKD,40-44,98099.7,38.6897
MKD,45-49,97468.911,33.9224
MKD,50-54,96373.784,29.2773
MKD,55-59,94455.866,24.8163
MKD,60-64,91175.409,20.6119
MKD,65-69,85998.478,16.6916
MKD,70-74,78313.879,13.0716
MKD,75-79,67162.675,9.7969
MKD,80-84,50325.433,7.203
MKD,85-89,30735.349,5.1923
MKD,90-94,13651.671,3.7242
MKD,95+,3831.474,2.7008
MLI,<1,100000.0,60.6745
MLI,1-4,94006.311,63.5293
MLI,5-9,90779.97,61.7306
MLI,10-14,89646.286,57.4849
MLI,15-19,88960.584,52.9083
MLI,20-24,87910.708,48.5078
MLI,25-29,86423.825,44.2984
MLI,30-34,84867.119,40.0648
MLI,35-39,83183.358,35.8244
MLI,40-44,81293.846,31.5975
MLI,45-49,79008.552,27.4369
MLI,50-54,76209.463,23.3491
MLI,55-59,72418.91,19.434
MLI,60-64,67302.647,15.7113
MLI,65-69,59968.013,12.31
MLI,70-74,49913.989,9.2614
MLI,75-79,36475.894,6.7173
MLI,80-84,21280.843,4.7264
MLI,85-89,8536.719,3.2945
