country,age,lx,ex
SLB,95+,911.411,2.0737
SLE,<1,100000.0,61.9638
SLE,1-4,92946.556,65.6455
SLE,5-9,90426.212,63.4425
SLE,10-14,89639.229,58.981
SLE,15-19,89103.104,54.3203
SLE,20-24,88282.178,49.8005
SLE,25-29,87250.719,45.3595
SLE,30-34,86202.631,40.8804
SLE,35-39,85013.953,36.416
SLE,40-44,83520.315,32.0207
SLE,45-49,81549.333,27.7314
SLE,50-54,78859.004,23.5875
SLE,55-59,75048.344,19.6514
SLE,60-64,69711.278,15.9536
SLE,65-69,61986.469,12.6126
SLE,70-74,51418.627,9.6671
SLE,75-79,37702.284,7.2449
SLE,80-84,22817.822,5.3517
SLE,85-89,10385.146,3.9242
SLE,90-94,3138.998,2.9462
SLE,95+,575.504,2.228
SLV,<1,100000.0,72.3018
SLV,1-4,99066.747,71.9817
SLV,5-9,98868.355,68.1227
SLV,10-14,98743.913,63.2055
SLV,15-19,98545.576,58.3268
SLV,20-24,97839.896,53.7266
SLV,25-29,96867.527,49.2409
SLV,30-34,95720.156,44.7998
SLV,35-39,94204.786,40.4785
SLV,40-44,92304.092,36.2591
SLV,45-49,90128.87,32.0727
SLV,50-54,87555.749,27.9393
SLV,55-59,84187.789,23.952
SLV,60-64,79634.107,20.1726
SLV,65-69,73889.441,16.5396
SLV,70-74,66651.742,13.0544
SLV,75-79,57064.354,9.8024
SLV,80-84,43287.134,7.0882
SLV,85-89,26450.403,4.9854
SLV,90-94,11244.177,3.5399
SLV,95+,2899.282,2.5446
SOM,<1,100000.0,58.9668
SOM,1-4,93442.69,62.0885
SOM,5-9,89789.63,60.5467
SOM,10-14,88206.356,56.5954
SOM,15-19,87281.48,52.1686
SOM,20-24,85915.546,47.9547
SOM,25-29,83908.56,44.0406
SOM,30-34,81796.26,40.1131
SOM,35-39,79628.616,36.1367
SOM,40-44,77323.293,32.1381
SOM,45-49,74670.667,28.1893
SOM,50-54,71654.657,24.2674
SOM,55-59,67790.427,20.5027
SOM,60-64,63008.236,16.8618
SOM,65-69,56494.328,13.5023
SOM,70-74,47712.833,10.5071
SOM,75-79,36465.594,7.952
SOM,80-84,23778.223,5.8517
SOM,85-89,11940.88,4.2594
SOM,90-94,4090.821,3.1223
SOM,95+,837.452,2.3566
SRB,<1,100000.0,76.9394
SRB,1-4,99603.058,76.2454
SRB,5-9,99526.345,72.303
SRB,10-14,99479.956,67.3355
SRB,15-19,99422.153,62.3731
SRB,20-24,99286.599,57.4544
SRB,25-29,99094.927,52.5606
SRB,30-34,98856.254,47.6811
SRB,35-39,98516.922,42.8363
SRB,40-44,97986.251,38.0539
SRB,45-49,97150.112,33.3581
SRB,50-54,95700.779,28.8218
SRB,55-59,93201.632,24.5221
SRB,60-64,89193.848,20.5047
SRB,65-69,83293.793,16.7697
SRB,70-74,75116.915,13.3102
SRB,75-79,62995.274,10.3667
SRB,80-84,47527.762,7.903
SRB,85-89,30461.681,5.9291
SRB,90-94,15329.72,4.4162
SRB,95+,5468.439,3.3208
SSD,<1,100000.0,57.7382
SSD,1-4,93683.143,60.6163
SSD,5-9,90183.869,58.8985
SSD,10-14,88056.144,55.269
SSD,15-19,86845.605,51.0054
SSD,20-24,85322.018,46.8685
SSD,25-29,83268.439,42.9613
SSD,30-34,81085.842,39.0501
SSD,35-39,78794.849,35.1121
SSD,40-44,76299.693,31.1768
SSD,45-49,73396.254,27.3092
SSD,50-54,70091.502,23.4755
SSD,55-59,65922.012,19.7964
SSD,60-64,60779.977,16.2517
SSD,65-69,53893.945,12.993
SSD,70-74,44823.243,10.0958
SSD,75-79,33487.41,7.6443
SSD,80-84,21174.25,5.6354
SSD,85-89,10209.842,4.1185
SSD,90-94,3343.845,3.0094
SSD,95+,648.754,2.1485
STP,<1,100000.0,69.9046
STP,1-4,98895.668,69.6838
STP,5-9,98683.248,65.8295
STP,10-14,98474.923,60.9638
STP,15-19,98258.269,56.0921
STP,20-24,97664.17,51.4159
STP,25-29,96775.537,46.8648
STP,30-34,95780.408,42.3251
STP,35-39,94586.283,37.8268
STP,40-44,93027.567,33.4166
STP,45-49,90871.526,29.1469
STP,50-54,87780.755,25.08
STP,55-59,83433.063,21.25
STP,60-64,77501.769,17.676
STP,65-69,69632.461,14.3781
STP,70-74,59405.254,11.407
STP,75-79,46747.397,8.7987
STP,80-84,32332.173,6.5942
STP,85-89,18155.032,4.8302
STP,90-94,7373.475,3.5009
STP,95+,1862.529,2.5751
SUR,<1,100000.0,73.7575
SUR,1-4,98924.699,73.5578
SUR,5-9,98757.857,69.6789
SUR,10-14,98622.014,64.7717
SUR,15-19,98471.615,59.8664
SUR,20-24,98105.093,55.0795
SUR,25-29,97552.426,50.3769
SUR,30-34,96791.278,45.7524
SUR,35-39,95828.993,41.1857
SUR,40-44,94513.814,36.7226
SUR,45-49,92991.087,32.2819
SUR,50-54,90868.249,27.9735
SUR,55-59,87566.395,23.9275
SUR,60-64,82705.632,20.1796
SUR,65-69,76378.125,16.6353
SUR,70-74,67889.542,13.3891
SUR,75-79,57104.897,10.4271
SUR,80-84,43406.178,7.9003
SUR,85-89,27730.035,5.9525
SUR,90-94,13939.959,4.4764
SUR,95+,5064.93,3.3776
SVK,<1,100000.0,78.4924
SVK,1-4,99609.097,77.7998
SVK,5-9,99524.459,73.8647
SVK,10-14,99477.628,68.8983
SVK,15-19,99419.019,63.9374
SVK,20-24,99270.707,59.0286
SVK,25-29,99050.884,54.1541
SVK,30-34,98808.035,49.2808
SVK,35-39,98480.139,44.436
SVK,40-44,97995.032,39.6428
SVK,45-49,97198.378,34.9454
SVK,50-54,95835.119,30.4041
SVK,55-59,93547.617,26.0817
SVK,60-64,90095.342,21.9791
SVK,65-69,84864.587,18.171
SVK,70-74,77860.747,14.57
SVK,75-79,68377.556,11.2268
SVK,80-84,55332.872,8.2518
SVK,85-89,37843.064,5.8687
SVK,90-94,19601.775,4.0733
SVK,95+,6307.53,2.8123
SVN,<1,100000.0,81.7768
SVN,1-4,99859.189,80.8919
SVN,5-9,99822.039,76.9215
SVN,10-14,99798.652,71.9389
SVN,15-19,99766.312,66.9613
SVN,20-24,99657.416,62.031
SVN,25-29,99504.103,57.1227
SVN,30-34,99337.492,52.2141
SVN,35-39,99122.034,47.322
SVN,40-44,98815.707,42.4602
SVN,45-49,98380.209,37.636
SVN,50-54,97622.448,32.9071
SVN,55-59,96172.34,28.3632
SVN,60-64,93803.137,24.0112
SVN,65-69,90018.875,19.9091
SVN,70-74,84758.628,15.9816
SVN,75-79,77280.949,12.2693
SVN,80-84,64384.306,9.1933
SVN,85-89,46768.199,6.6796
SVN,90-94,27048.189,4.7315
SVN,95+,10829.95,3.3128
SWE,<1,100000.0,83.4236
SWE,1-4,99815.267,82.5777
SWE,5-9,99756.913,78.6252
SWE,10-14,99735.644,73.6415
SWE,15-19,99704.819,68.6634
SWE,20-24,99608.58,63.7268
SWE,25-29,99409.357,58.8493
SWE,30-34,99178.055,53.9807
SWE,35-39,98936.05,49.1065
SWE,40-44,98659.153,44.2371
SWE,45-49,98286.448,39.3949
SWE,50-54,97721.494,34.607
SWE,55-59,96765.907,29.922
SWE,60-64,95156.896,25.3822
SWE,65-69,92453.781,21.0455
SWE,70-74,88199.222,16.9319
SWE,75-79,81643.157,13.0768
SWE,80-84,71317.566,9.5805
SWE,85-89,54952.001,6.6389
SWE,90-94,32725.268,4.4031
SWE,95+,12093.646,2.9038
SWZ,<1,100000.0,64.2636
SWZ,1-4,96299.934,65.7269
SWZ,5-9,95121.423,62.5223
SWZ,10-14,94654.427,57.8196
SWZ,15-19,94260.66,53.0502
SWZ,20-24,93539.952,48.4376
SWZ,25-29,92408.089,43.9987
SWZ,30-34,90908.715,39.6815
SWZ,35-39,88965.252,35.4913
SWZ,40-44,86399.236,31.468
SWZ,45-49,83109.742,27.6108
SWZ,50-54,78915.371,23.9403
SWZ,55-59,73634.97,20.4719
SWZ,60-64,67142.933,17.2014
SWZ,65-69,58850.59,14.2592
SWZ,70-74,48960.475,11.6277
SWZ,75-79,38159.937,9.2039
SWZ,80-84,27075.064,6.9502
SWZ,85-89,16002.038,5.0318
SWZ,90-94,6824.56,3.6479
SWZ,95+,1847.231,2.6771
SYR,<1,100000.0,72.5598
SYR,1-4,98453.372,72.6983
SYR,5-9,97863.778,69.1263
SYR,10-14,97554.483,64.3383
SYR,15-19,97298.835,59.5005
SYR,20-24,96871.111,54.7511
SYR,25-29,96239.189,50.0939
SYR,30-34,95573.893,45.4251
SYR,35-39,94855.669,40.7497
SYR,40-44,93996.849,36.0984
SYR,45-49,92834.39,31.5172
SYR,50-54,91074.958,27.0745
SYR,55-59,88422.973,22.8065
SYR,60-64,84340.277,18.7814
SYR,65-69,78262.433,15.0336
SYR,70-74,69141.397,11.6658
SYR,75-79,56175.074,8.7543
SYR,80-84,39608.827,6.3386
SYR,85-89,21768.075,4.5088
SYR,90-94,8193.465,3.1606
SYR,95+,1720.465,2.2252
TCD,<1,100000.0,55.2383
TCD,1-4,93674.183,57.9534
TCD,5-9,90172.672,56.1288
TCD,10-14,87299.435,52.9031
TCD,15-19,85748.062,48.8169
TCD,20-24,83914.532,44.8255
TCD,25-29,81545.551,41.0537
TCD,30-34,79019.791,37.2854
TCD,35-39,76329.301,33.5106
TCD,40-44,73388.536,29.7512
TCD,45-49,70056.834,26.0453
TCD,50-54,66356.443,22.355
TCD,55-59,61835.049,18.8007
TCD,60-64,56315.066,15.3897
TCD,65-69,49115.274,12.2631
TCD,70-74,39907.602,9.4946
TCD,75-79,28797.305,7.1743
TCD,80-84,17320.185,5.2858
TCD,85-89,7810.315,3.8547
TCD,90-94,2328.296,2.7527
TCD,95+,366.524,2.056
TGO,<1,100000.0,62.9323
TGO,1-4,95944.339,64.5858
TGO,5-9,94265.117,61.7033
TGO,10-14,93058.801,57.4745
TGO,15-19,92338.595,52.9033
TGO,20-24,91231.677,48.5121
TGO,25-29,89712.761,44.2905
TGO,30-34,88115.122,40.0477
TGO,35-39,86368.718,35.8061
TGO,40-44,84406.134,31.5791
TGO,45-49,82038.381,27.4162
TGO,50-54,79140.158,23.3249
TGO,55-59,75200.518,19.4094
TGO,60-64,69877.783,15.6875
TGO,65-69,62239.387,12.2886
TGO,70-74,51776.213,9.2422
TGO,75-79,37800.441,6.6997
TGO,80-84,22000.616,4.714
TGO,85-89,8798.752,3.2839
TGO,90-94,1995.346,2.2417
TGO,95+,186.779,1.6721
THA,<1,100000.0,76.5636
THA,1-4,99211.828,76.1708
THA,5-9,99001.682,72.3287
THA,10-14,98837.422,67.4448
THA,15-19,98592.878,62.605
THA,20-24,98027.49,57.9505
THA,25-29,97400.886,53.3074
THA,30-34,96691.708,48.6793
THA,35-39,95780.428,44.1175
THA,40-44,94421.238,39.7141
THA,45-49,92498.28,35.4856
THA,50-54,90128.245,31.351
THA,55-59,87233.694,27.3058
THA,60-64,83685.601,23.3539
THA,65-69,79267.008,19.5114
THA,70-74,73406.022,15.856
THA,75-79,65172.408,12.529
THA,80-84,53845.37,9.612
THA,85-89,39424.385,7.1888
THA,90-94,23793.142,5.2758
THA,95+,10744.599,3.8193
TJK,<1,100000.0,71.9265
TJK,1-4,97900.942,72.4664
TJK,5-9,97410.36,68.8241
TJK,10-14,97287.537,63.9083
TJK,15-19,97169.597,58.9826
TJK,20-24,96962.239,54.103
TJK,25-29,96660.764,49.2635
TJK,30-34,96230.118,44.4721
TJK,35-39,95638.915,39.7307
TJK,40-44,94757.365,35.0756
TJK,45-49,93465.244,30.5239
TJK,50-54,91577.453,26.0983
TJK,55-59,88633.86,21.8753
TJK,60-64,83940.868,17.9491
TJK,65-69,76898.712,14.3498
TJK,70-74,66759.101,11.1283
TJK,75-79,52850.802,8.3698
TJK,80-84,35790.183,6.145
TJK,85-89,18918.017,4.4522
TJK,90-94,6903.225,3.241
TJK,95+,1533.322,2.3425
TKM,<1,100000.0,70.2014
TKM,1-4,97145.183,71.2608
TKM,5-9,96422.006,67.7844
TKM,10-14,96256.071,62.8977
TKM,15-19,96103.7,57.993
TKM,20-24,95800.815,53.1678
TKM,25-29,95373.095,48.3946
TKM,30-34,94819.686,43.6618
TKM,35-39,94076.468,38.9859
TKM,40-44,92984.807,34.4125
TKM,45-49,91457.942,29.943
TKM,50-54,89233.768,25.6232
TKM,55-59,85960.09,21.4976
TKM,60-64,81009.009,17.6489
TKM,65-69,73749.576,14.1258
TKM,70-74,63536.309,10.9739
TKM,75-79,49825.891,8.277
TKM,80-84,33462.901,6.0869
TKM,85-89,17583.783,4.3759
TKM,90-94,6247.285,3.2047
TKM,95+,1344.507,2.4006
TLS,<1,100000.0,67.9045
TLS,1-4,96372.076,69.4552
TLS,5-9,95491.844,66.0802
TLS,10-14,95091.831,61.3489
TLS,15-19,94770.932,56.5477
TLS,20-24,94226.105,51.8589
TLS,25-29,93463.57,47.2612
TLS,30-34,92641.548,42.6581
TLS,35-39,91697.996,38.0705
TLS,40-44,90501.301,33.5394
TLS,45-49,88860.123,29.1101
TLS,50-54,86452.842,24.8466
TLS,55-59,82894.991,20.7991
TLS,60-64,77683.599,17.0167
TLS,65-69,70196.218,13.5503
TLS,70-74,59708.775,10.4687
TLS,75-79,45899.055,7.8398
TLS,80-84,29862.042,5.6907
TLS,85-89,14657.572,4.0905
TLS,90-94,4752.792,2.9646
TLS,95+,878.206,2.2163
TTO,<1,100000.0,73.6171
TTO,1-4,98625.625,73.6413
TTO,5-9,98415.843,69.7948
TTO,10-14,98322.374,64.859
TTO,15-19,98206.501,59.9321
TTO,20-24,97820.343,55.157
TTO,25-29,97052.456,50.5726
TTO,30-34,96121.262,46.0382
TTO,35-39,95214.341,41.4526
TTO,40-44,94079.41,36.9214
TTO,45-49,92727.059,32.4221
TTO,50-54,90752.296,28.0694
TTO,55-59,87951.314,23.8801
TTO,60-64,84082.425,19.8566
TTO,65-69,78398.346,16.1069
TTO,70-74,70845.079,12.5411
TTO,75-79,59291.855,9.4711
TTO,80-84,43953.646,6.8688
TTO,85-89,26106.714,4.8439
TTO,90-94,10700.444,3.4489
TTO,95+,2662.474,2.4376
TUN,<1,100000.0,76.7112
TUN,1-4,99045.544,76.4492
TUN,5-9,98847.452,72.5989
TUN,10-14,98733.528,67.68
TUN,15-19,98601.645,62.7669
TUN,20-24,98372.993,57.9065
TUN,25-29,98038.126,53.0955
TUN,30-34,97665.38,48.2884
TUN,35-39,97223.582,43.4961
TUN,40-44,96653.72,38.7372
TUN,45-49,95911.726,34.0166
TUN,50-54,94818.447,29.378
TUN,55-59,93170.37,24.8505
TUN,60-64,90448.775,20.5164
TUN,65-69,85719.306,16.4985
TUN,70-74,77905.789,12.8847
TUN,75-79,65989.055,9.7318
TUN,80-84,49434.419,7.1186
TUN,85-89,30028.642,5.0914
TUN,90-94,13023.762,3.6545
TUN,95+,3547.804,2.6515
TUR,<1,100000.0,77.4209
TUR,1-4,99040.918,77.1694
TUR,5-9,98867.578,73.3025
TUR,10-14,98833.295,68.3271
TUR,15-19,98783.898,63.3599
TUR,20-24,98679.116,58.4242
TUR,25-29,98507.755,53.5213
TUR,30-34,98279.212,48.6396
TUR,35-39,97963.914,43.7877
TUR,40-44,97509.633,38.9793
TUR,45-49,96805.926,34.2432
TUR,50-54,95712.335,29.6036
TUR,55-59,93797.229,25.1526
TUR,60-64,90727.39,20.9127
TUR,65-69,85453.15,17.0365
TUR,70-74,77679.3,13.479
TUR,75-79,67195.606,10.1719
TUR,80-84,52164.805,7.3388
TUR,85-89,32330.476,5.28
TUR,90-94,14587.83,3.8138
TUR,95+,4232.744,2.8308
TWN,<1,100000.0,80.7498
TWN,1-4,99690.669,80.0
TWN,5-9,99564.759,76.0991
TWN,10-14,99514.925,71.1361
TWN,15-19,99453.273,66.1784
TWN,20-24,99298.746,61.2771
TWN,25-29,99092.224,56.3996
TWN,30-34,98856.23,51.528
TWN,35-39,98493.399,46.7078
TWN,40-44,97910.981,41.9697
TWN,45-49,96981.792,37.3462
TWN,50-54,95592.464,32.8505
TWN,55-59,93633.484,28.4828
TWN,60-64,90973.309,24.2391
TWN,65-69,87382.636,20.1273
TWN,70-74,82272.929,16.2123
TWN,75-79,74560.766,12.6136
TWN,80-84,62939.448,9.45
TWN,85-89,46147.369,6.9401
TWN,90-94,27438.526,4.9751
TWN,95+,11568.238,3.5598
TZA,<1,100000.0,67.2117
TZA,1-4,97183.161,68.1563
TZA,5-9,96204.513,64.8341
TZA,10-14,95815.318,60.0882
TZA,15-19,95488.174,55.2851
TZA,20-24,94892.316,50.615
TZA,25-29,93986.264,46.0777
TZA,30-34,92825.264,41.6216
TZA,35-39,91329.897,37.2604
TZA,40-44,89346.271,33.0296
TZA,45-49,86738.241,28.9444
TZA,50-54,83274.514,25.0394
TZA,55-59,78627.11,21.3653
TZA,60-64,72609.925,17.9201
TZA,65-69,64696.133,14.7934
TZA,70-74,54910.014,11.9737
TZA,75-79,43400.678,9.4707
TZA,80-84,30808.94,7.3157
TZA,85-89,18465.8,5.548
TZA,90-94,8566.129,4.2579
TZA,95+,2899.136,3.2735
UGA,<1,100000.0,68.4875
UGA,1-4,97217.408,69.4443
UGA,5-9,96234.5,66.138
UGA,10-14,95845.038,61.3976
UGA,15-19,95523.628,56.5954
UGA,20-24,94949.183,51.9212
UGA,25-29,94089.436,47.3718
UGA,30-34,93009.937,42.8916
UGA,35-39,91630.165,38.4982
UGA,40-44,89792.951,34.2324
UGA,45-49,87346.827,30.1179
UGA,50-54,84059.624,26.1931
UGA,55-59,79603.589,22.5132
UGA,60-64,73744.258,19.0944
UGA,65-69,65850.472,16.0699
UGA,70-74,56237.172,13.3839
UGA,75-79,45728.267,10.8786
UGA,80-84,34818.545,8.5052
UGA,85-89,23578.897,6.3457
UGA,90-94,12679.005,4.7162
UGA,95+,4952.266,3.5068
UKR,<1,100000.0,74.692
UKR,1-4,99493.577,74.0714
UKR,5-9,99394.833,70.1433
UKR,10-14,99331.435,65.1866
UKR,15-19,99250.569,60.2374
UKR,20-24,99042.641,55.3579
UKR,25-29,98694.533,50.5438
UKR,30-34,98141.238,45.8135
UKR,35-39,97237.663,41.2143
UKR,40-44,95824.458,36.7829
UKR,45-49,93864.403,32.4967
UKR,50-54,91321.297,28.3289
UKR,55-59,87934.3,24.3187
UKR,60-64,83310.054,20.5216
UKR,65-69,76701.974,17.0645
UKR,70-74,68215.017,13.8635
UKR,75-79,57016.748,11.0767
UKR,80-84,43512.293,8.7235
UKR,85-89,29214.34,6.7709
UKR,90-94,16295.477,5.2217
UKR,95+,7059.5,4.0326
URY,<1,100000.0,78.2865
URY,1-4,99407.872,77.752
URY,5-9,99297.546,73.8364
URY,10-14,99232.834,68.8831
URY,15-19,99146.661,63.9404
URY,20-24,98819.645,59.1422
URY,25-29,98313.272,54.4341
URY,30-34,97833.649,49.6886
URY,35-39,97245.451,44.9733
URY,40-44,96468.71,40.3146
URY,45-49,95508.674,35.6936
URY,50-54,94165.528,31.1648
URY,55-59,92064.566,26.8146
URY,60-64,88671.599,22.7378
URY,65-69,83480.471,18.987
URY,70-74,76186.331,15.5532
URY,75-79,66474.03,12.4464
URY,80-84,54310.822,9.6511
URY,85-89,38828.879,7.4779
URY,90-94,23517.953,5.7557
URY,95+,11350.367,4.394
USA,<1,100000.0,79.4625
USA,1-4,99505.195,78.8569
USA,5-9,99409.992,74.9311
USA,10-14,99359.766,69.9677
USA,15-19,99293.196,65.0127
USA,20-24,99065.334,60.1554
USA,25-29,98624.684,55.4124
USA,30-34,98064.257,50.7144
USA,35-39,97390.509,46.0474
USA,40-44,96586.478,41.4093
USA,45-49,95595.947,36.8113
USA,50-54,94191.448,32.3207
USA,55-59,92054.994,28.0088
USA,60-64,88899.0,23.9096
USA,65-69,84584.432,19.9957
USA,70-74,78955.847,16.235
USA,75-79,71129.932,12.7306
USA,80-84,60225.28,9.5604
USA,85-89,45524.55,6.8054
USA,90-94,27274.915,4.6554
USA,95+,10781.577,3.1658
UZB,<1,100000.0,72.5283
UZB,1-4,98779.795,72.4227
UZB,5-9,98523.463,68.6065
UZB,10-14,98347.269,63.7251
UZB,15-19,98141.219,58.8532
UZB,20-24,97775.218,54.0635
UZB,25-29,97325.852,49.3014
UZB,30-34,96787.753,44.561
UZB,35-39,96066.423,39.8759
UZB,40-44,95039.864,35.278
UZB,45-49,93571.349,30.7901
UZB,50-54,91371.218,26.4674
UZB,55-59,87960.876,22.3887
UZB,60-64,82793.589,18.6217
UZB,65-69,75686.582,15.1242
UZB,70-74,66170.938,11.9226
UZB,75-79,53646.364,9.0993
UZB,80-84,38177.514,6.7479
UZB,85-89,22042.245,4.8791
UZB,90-94,9133.787,3.4696
UZB,95+,2295.563,2.4417
VEN,<1,100000.0,72.673
VEN,1-4,98517.643,72.7647
VEN,5-9,98213.62,68.9846
VEN,10-14,98048.168,64.0972
VEN,15-19,97846.724,59.2232
VEN,20-24,96979.556,54.7256
VEN,25-29,95433.456,50.5716
VEN,30-34,94030.021,46.29
VEN,35-39,92771.571,41.8842
VEN,40-44,91475.214,37.442
VEN,45-49,90077.027,32.9835
VEN,50-54,88290.42,28.5977
VEN,55-59,85738.082,24.3701
VEN,60-64,81975.429,20.367
VEN,65-69,76505.592,16.6333
VEN,70-74,68789.114,13.2076
VEN,75-79,59554.475,9.8561
VEN,80-84,46279.195,6.9177
VEN,85-89,28133.014,4.7182
VEN,90-94,11108.935,3.3757
VEN,95+,2638.464,2.4569
VNM,<1,100000.0,74.7364
VNM,1-4,98532.567,74.8482
VNM,5-9,98027.792,71.2241
VNM,10-14,97639.285,66.4984
VNM,15-19,97348.304,61.6895
VNM,20-24,96819.689,57.0111
VNM,25-29,96064.517,52.4394
VNM,30-34,95265.762,47.8579
VNM,35-39,94402.511,43.2724
VNM,40-44,93437.022,38.6928
VNM,45-49,92194.265,34.1795
VNM,50-54,90598.819,29.7348
VNM,55-59,88167.862,25.4818
VNM,60-64,85007.676,21.3319
VNM,65-69,80248.144,17.4382
VNM,70-74,73124.564,13.8787
VNM,75-79,62808.165,10.7244
VNM,80-84,48779.478,8.0593
VNM,85-89,32066.354,5.9387
VNM,90-94,16317.561,4.3424
VNM,95+,5756.279,3.1722
VUT,<1,100000.0,71.6537
VUT,1-4,98579.984,71.6841
VUT,5-9,98301.314,67.8821
VUT,10-14,98105.254,63.0132
VUT,15-19,97915.366,58.1301
VUT,20-24,97463.141,53.3868
VUT,25-29,96853.631,48.707
VUT,30-34,96211.107,44.0153
VUT,35-39,95445.992,39.3473
VUT,40-44,94415.585,34.748
VUT,45-49,92935.497,30.2591
VUT,50-54,90654.402,25.9532
VUT,55-59,87232.113,21.8672
VUT,60-64,82226.153,18.0373
VUT,65-69,75121.264,14.4941
VUT,70-74,65254.829,11.2884
VUT,75-79,51930.675,8.515
VUT,80-84,35512.793,6.2736
VUT,85-89,19115.694,4.557
VUT,90-94,7181.933,3.3306
VUT,95+,1661.877,2.4698
YEM,<1,100000.0,69.4386
YEM,1-4,96853.845,70.6899
YEM,5-9,96118.152,67.2185
YEM,10-14,95804.079,62.4317
YEM,15-19,95548.928,57.5914
YEM,20-24,95082.816,52.8602
YEM,25-29,94398.701,48.2248
YEM,30-34,93667.209,43.5817
YEM,35-39,92841.347,38.9464
YEM,40-44,91803.152,34.3574
YEM,45-49,90358.009,29.8644
YEM,50-54,88186.781,25.5341
YEM,55-59,84945.926,21.4069
YEM,60-64,80110.79,17.5386
YEM,65-69,73062.628,13.9751
YEM,70-74,62957.407,10.7947
YEM,75-79,49264.472,8.0722
YEM,80-84,32809.602,5.8444
YEM,85-89,16619.742,4.171
YEM,90-94,5591.605,2.954
YEM,95+,1023.982,2.1183
ZAF,<1,100000.0,66.3124
ZAF,1-4,97713.376,66.8617
ZAF,5-9,96880.629,63.4237
ZAF,10-14,96635.035,58.5793
ZAF,15-19,96363.065,53.7367
ZAF,20-24,95735.909,49.0704
ZAF,25-29,94591.822,44.6313
ZAF,30-34,92842.364,40.4225
ZAF,35-39,90519.745,36.3931
ZAF,40-44,87630.738,32.5077
ZAF,45-49,84079.951,28.7716
ZAF,50-54,79773.937,25.1857
ZAF,55-59,74536.719,21.7737
ZAF,60-64,68077.784,18.5951
ZAF,65-69,60322.45,15.6542
ZAF,70-74,50981.653,13.0543
ZAF,75-79,40677.261,10.7185
ZAF,80-84,29769.747,8.7338
ZAF,85-89,19817.472,6.8854
ZAF,90-94,11140.002,5.3707
ZAF,95+,4955.777,4.1753
ZMB,<1,100000.0,66.5276
ZMB,1-4,96263.894,68.1036
ZMB,5-9,94916.7,65.0489
ZMB,10-14,94415.63,60.3823
ZMB,15-19,94042.392,55.6118
ZMB,20-24,93463.211,50.9397
ZMB,25-29,92670.024,46.3537
ZMB,30-34,91761.471,41.7873
ZMB,35-39,90661.862,37.2627
ZMB,40-44,89232.758,32.8176
ZMB,45-49,87316.317,28.4805
ZMB,50-54,84702.813,24.2781
ZMB,55-59,81027.681,20.26
ZMB,60-64,75998.11,16.4267
ZMB,65-69,68858.502,12.8568
ZMB,70-74,58417.447,9.6767
ZMB,75-79,43252.807,7.1544
ZMB,80-84,25807.348,5.3032
ZMB,85-89,11482.432,4.0014
ZMB,90-94,3563.628,3.0613
ZMB,95+,705.341,2.3708
ZWE,<1,100000.0,63.064
ZWE,1-4,96780.006,64.1577
ZWE,5-9,95567.079,60.9526
ZWE,10-14,95093.874,56.2446
ZWE,15-19,94687.116,51.4749
ZWE,20-24,93927.134,46.869
ZWE,25-29,92692.193,42.4582
ZWE,30-34,90985.86,38.2054
ZWE,35-39,88727.772,34.1112
ZWE,40-44,85758.368,30.2024
ZWE,45-49,82054.736,26.4493
ZWE,50-54,77517.756,22.8462
ZWE,55-59,71932.197,19.4202
ZWE,60-64,65074.472,16.1941
ZWE,65-69,56505.526,13.2581
ZWE,70-74,46299.683,10.6178
ZWE,75-79,34711.793,8.3155
ZWE,80-84,22840.285,6.3488
ZWE,85-89,12240.437,4.7465
ZWE,90-94,4796.261,3.576
ZWE,95+,1251.196,2.721
